titles,abstracts,categories,entry_ids,pdf_url,published,authors,primary_category
Optimizing Dynamic Metasurface Antenna Configurations for Direction-of-Arrival and Polarization Estimation Using an Experimentally Calibrated Multiport-Network Model,"Sensing the direction of arrival and polarization of impinging signals is a key prerequisite for beamforming and interference mitigation in modern wireless communication systems. Dynamic metasurface antennas (DMAs) can multiplex direction- and polarization-dependent field information onto a single detector by sequentially switching between programmable configurations. This makes DMAs attractive for joint direction-of-arrival and polarization (DoA-P) estimation with a single radio-frequency chain. Experimental demonstrations have so far relied on random pre-measured configuration sequences because optimizing the configurations requires an accurate forward model of the fabricated DMA. Here, we use an experimentally calibrated model based on multiport-network theory (MNT) to optimize DMA configuration sequences for DoA-P estimation. Our experimentally calibrated MNT model predicts the dual-polarized far-field response of our 96-element DMA for arbitrary admissible configurations, enabling model-based optimization without additional radiation-pattern measurements. We optimize sequences using effective-rank-based surrogate objectives and compare them with random sequences as a function of the sequence length and the noise level. The optimized sequences yield the largest gains in the intermediate-SNR and intermediate-sequence-length regime, where the inverse problem is neither noise-limited nor already solved by random diversity. We also tackle a dual-source scenario involving a jammer and a desired transmitter. Our results illustrate some of the potential in the context of jamming-resilient communications that is unlocked by experimentally calibrated MNT models for fabricated DMAs.","['eess.SP', 'physics.app-ph']",http://arxiv.org/abs/2604.26948v1,https://arxiv.org/pdf/2604.26948v1,29/04/2026-17:57:32,"['Jean Tapie', 'Philipp del Hougne']",eess.SP
Simulating dynamics of RLC circuits with a quantum differential-algebraic equations solver,"We introduce a quantum algorithm for simulating the dynamics of electrical circuits consisting of resistors, inductors and capacitors (aka RLC circuits) along with power sources. Given oracle access to the connectivity of the circuit and values of the electrical elements, our algorithm prepares a quantum state that encodes voltages and current values either at a specified time or the history of their evolution over a time-interval. For an RLC circuit with $N$ components, our algorithm runs in time $\textsf{polylog}(N)$ under mild assumptions on the connectivity of the circuit and values of its components. This provides an exponential speed-up over classical algorithms that take $\textsf{poly}(N)$ time in the worst-case. Our algorithm can be used to estimate energy across a set of components or dissipated power in $\textsf{polylog}(N)$ time, a problem that we prove is BQP-hard and therefore unlikely to be efficiently solved by classical algorithms. The main challenge in simulating the dynamics of RLC circuits is that they are governed by differential-algebraic equations (DAEs), a coupled system of differential equations with hidden algebraic constraints. Consequentially, existing quantum algorithms for ordinary differential equations cannot be directly utilized. We therefore develop a quantum DAE solver for simulating the time-evolution of linear DAEs. For RLC circuits, we employ modified nodal analysis to create a system of DAEs compatible with our quantum algorithm. We establish BQP-hardness by demonstrating that any network of classical harmonic oscillators, for which an energy-estimation problem is known to be BQP-hard, is a special case of an LC circuit. Our work gives theoretical evidence of quantum advantage in simulating RLC circuits and we expect that our quantum DAE solver will find broader use in the simulation of dynamical systems.",['quant-ph'],http://arxiv.org/abs/2604.26945v1,https://arxiv.org/pdf/2604.26945v1,29/04/2026-17:54:52,"['Arkopal Dutt', 'Anirban Chowdhury', 'Kristan Temme', 'Hari Krovi']",quant-ph
Hyper Input Convex Neural Networks for Shape Constrained Learning and Optimal Transport,"We introduce Hyper Input Convex Neural Networks (HyCNNs), a novel neural network architecture designed for learning convex functions. HyCNNs combine the principles of Maxout networks with input convex neural networks (ICNNs) to create a neural network that is always convex in the input, theoretically capable of leveraging depth, and performs reliable when trained at scale compared to ICNNs. Concretely, we prove that HyCNNs require exponentially fewer parameters than ICNNs to approximate quadratic functions up to a given precision. Throughout a series of synthetic experiments, we demonstrate that HyCNNs outperform existing ICNNs and MLPs in terms of predictive performance for convex regression and interpolation tasks. We further apply HyCNNs to learn high-dimensional optimal transport maps for synthetic examples and for single-cell RNA sequencing data, where they oftentimes outperform ICNN-based neural optimal transport methods and other baselines across a wide range of settings.","['cs.LG', 'math.ST', 'q-bio.GN', 'stat.ME', 'stat.ML']",http://arxiv.org/abs/2604.26942v1,https://arxiv.org/pdf/2604.26942v1,29/04/2026-17:52:05,"['Shayan Hundrieser', 'Insung Kong', 'Johannes Schmidt-Hieber']",cs.LG
"Degree-dependent and distance-dependent contact rates interpolate between explosive, exponential and polynomial epidemic growth","It is a fundamental question in epidemiology to estimate, model and predict the growth rate of a pandemic. Analogously, analysing the diffusion of innovation, (fake) news, memes, and rumours is of key importance in the social sciences. The resulting epidemic growth curves can be classified according to their growth rates. These have been found to range from exponential to both faster super-exponential curves and slower subexponential or polynomial curves. Previous research has lacked a unified explanatory framework capable of accommodating super-exponential, (stretched) exponential, and polynomial growth patterns within the same contact network. In this paper we propose a simple agent-based network model that can capture all these phases. We provide such a framework by modelling how transmission rates depend on spatial distance and on individuals' numbers of contacts. By comparing the growth rate of spreading processes with or without degree-dependent and/or distance-dependent contact rates through data-driven and synthetic simulations on real and modelled networks with underlying geometry, we find evidence that even a 'sublinear presence' of these causes may cause a significant slow down of the growth rate on the same underlying network. We find that the growth rate is governed by a combination of three factors: geometry, the prevalence of weak ties, and superspreaders. We confirm our results with rigorous proofs in a theoretical model, using a spatial multiscale-argument in long-range heterogeneous first passage percolation. Our results give a plausible explanation of why the consecutive waves of a single pandemic can differ in their growth even if their spreading mechanisms are similar.","['math.PR', 'cs.SI', 'q-bio.PE']",http://arxiv.org/abs/2604.26939v1,https://arxiv.org/pdf/2604.26939v1,29/04/2026-17:51:23,"['Zylan Benjert', 'Júlia Komjáthy', 'Johannes Lengler', 'John Lapinskas', 'Ulysse Schaller']",math.PR
Adaptive Regularization within Trust Region Methods for Stochastic Nonconvex Optimization,"We propose a stochastic nonconvex optimization algorithm that achieves almost sure $\tilde{\mathcal{O}}(ε^{-1.5})$ iteration complexity for problems with smooth objective functions and gradients only observable with noise. The mean-zero stochastic noise is decision-dependent and has unbounded support with subexponential tail, allowing our framework to cover a broad class of problems. The improved almost sure iteration complexity is achieved with a new variant of the adaptive sampling trust-region optimization (ASTRO) augmented with an adaptively regularized local model, which we term Reg-ASTRO. Adaptive sampling ensures that the estimation precision is aligned with a measure of stationarity, so that iterates closer to stationarity trigger higher accuracy requirement for sampling. A key analytical challenge arises because the trust-region radius and regularization are coupled and not determined prior to gradient estimation at each iteration. We further establish an almost sure $\tilde{\mathcal{O}}(ε^{-4.5})$ sample complexity for Reg-ASTRO, which improves to $\tilde{\mathcal{O}}(ε^{-3.5})$ under stronger regularity conditions and use of common random numbers, substantially outperforming first-order methods in theory and numerical experiments.",['math.OC'],http://arxiv.org/abs/2604.15457v2,https://arxiv.org/pdf/2604.15457v2,16/04/2026-18:17:25,"['Yunsoo Ha', 'Sara Shashaani', 'Quoc Tran-dinh']",math.OC
Designing Solutions to Geophysical Inverse Problems by Changing Variables,"Geoscientists often solve inverse problems to estimate values of parameters of interest given relevant data sets. Bayesian inference solves these problems by combining probability distributions that describe uncertainties in both observations and unknown parameters, and we require that the solution provides unbiased uncertainty estimates in order to inform risk-based decisions. It has been known for over a century that employing different, but equivalent parametrisations of the same information can yield conditional probabilities that are mathematically inconsistent, a property referred to as the BK-inconsistency. Recently this inconsistency was shown to invalidate the solutions to physical problems found using several well-established methods of Bayesian inference. In this study, we explore the extent to which this inconsistency affects solutions to common geophysical problems. We demonstrate that changes in parametrisations result in inconsistent conditional probability densities, even though they represent exactly the same information. We show that this can affect Bayesian posterior solutions dramatically across various geoscientific problems using real and synthetic data. Given that deterministic inversion is often equivalent to finding the maximum a posteriori solution to specific Bayesian problems (the mathematical equations to be solved are identical), the BK-inconsistency also results in inconsistent solutions to deterministic inverse problems. Indeed, we show that solutions can potentially be designed, simply by changing the parametrisation. This study highlights that a careful rethinking of Bayesian inference and deterministic inversion may be required in physical problems: the effects that we demonstrate are likely to affect past and present inverse problem solutions in a variety of different fields of application.",['physics.geo-ph'],http://arxiv.org/abs/2604.26937v1,https://arxiv.org/pdf/2604.26937v1,29/04/2026-17:50:16,"['Xuebin Zhao', 'Andrew Curtis', 'Klaus Mosegaard']",physics.geo-ph
Iceberg Beyond the Tip: Co-Compilation of a Quantum Error Detection Code and a Quantum Algorithm,"The rapid progress in quantum hardware is expected to make them viable tools for the study of quantum algorithms in the near term. The timeline to useful algorithmic experimentation can be accelerated by techniques that use many noisy shots to produce an accurate estimate of the observable of interest. One such technique is to encode the quantum circuit using an error detection code and discard the samples for which an error has been detected. An underexplored property of error-detecting codes is the flexibility in the circuit encoding and fault-tolerant gadgets, which enables their co-optimization with the algorthmic circuit. However, standard circuit optimization tools cannot be used to exploit this flexibility as optimization must preserve the fault-tolerance of the gadget. In this work, we focus on the $[[k+2, k, 2]]$ Iceberg quantum error detection code, which is tailored to trapped-ion quantum processors. We design new flexible fault-tolerant gadgets for the Iceberg code, which we then co-optimize with the algorithmic circuit for the quantum approximate optimization algorithm (QAOA) using tree search. By co-optimizing the QAOA circuit and the Iceberg gadgets, we achieve an improvement in QAOA success probability from $44\%$ to $65\%$ and an increase in post-selection rate from $4\%$ to $33\%$ at 22 algorithmic qubits, utilizing 330 algorithmic two-qubit gates and 744 physical two-qubit gates on the Quantinuum H2-1 quantum computer, compared to the previous state-of-the-art hardware demonstration. Furthermore, we demonstrate better-than-unencoded performance for up to 34 algorithmic qubits, employing 510 algorithmic two-qubit gates and 1140 physical two-qubit gates.","['quant-ph', 'cs.AR']",http://arxiv.org/abs/2504.21172v2,https://arxiv.org/pdf/2504.21172v2,29/04/2025-20:47:20,"['Yuwei Jin', 'Zichang He', 'Tianyi Hao', 'Sivaprasad Omanakuttan', 'David Amaro', 'Swamit Tannu', 'Ruslan Shaydulin', 'Marco Pistoia']",quant-ph
Generalization of Zeroth-Order Method for Quotients of Quadratic Functions,"Optimization of quadratic functions and the quotient of those are relevant in subspace and iterative optimization methods. In this paper, the calculation of the generalized operator norm and extremal generalized Rayleigh quotient is considered. In contrast to recent works an unconstrained sampling approach on the entire sphere for the random search direction in each iteration is proposed. Furthermore, the link to zeroth-order methods for Riemannian first- and second-order optimization methods is provided in the sense that the Riemannian gradient and Hessian are estimated by the specific surrogates. Even though the tangent space is not used in this construction the optimal step size problem can be computed in a closed form. The subproblems of this and recent works are illuminated in the context of sub-generalized Rayleigh quotient problems on specific Gram matrices. Together the achieved theory allows to construct an accelerated algorithm which shows state-of-the-art behavior and outperforms recent works.","['math.OC', 'math.NA', 'math.PR']",http://arxiv.org/abs/2604.26913v1,https://arxiv.org/pdf/2604.26913v1,29/04/2026-17:23:40,['Jonas Bresch'],math.OC
Multi-Speaker DOA Estimation in Binaural Hearing Aids using Deep Learning and Speaker Count Fusion,"For extracting a target speaker voice, direction-of-arrival (DOA) estimation is crucial for binaural hearing aids operating in noisy, multi-speaker environments. Among the solutions developed for this task, a deep learning convolutional recurrent neural network (CRNN) model leveraging spectral phase differences and magnitude ratios between microphone signals is a popular option. In this paper, we explore adding source-count information for multi-sources DOA estimation. The use of dual-task training with joint multi-sources DOA estimation and source counting is first considered. We then consider using the source count as an auxiliary feature in a standalone DOA estimation system, where the number of active sources (0, 1, or 2+) is integrated into the CRNN architecture through early, mid, and late fusion strategies. Experiments using real binaural recordings are performed. Results show that the dual-task training does not improve DOA estimation performance, although it benefits source-count prediction. However, a ground-truth (oracle) source count used as an auxiliary feature significantly enhances standalone DOA estimation performance, with late fusion yielding up to 14% higher average F1-scores over the baseline CRNN. This highlights the potential of using source-count estimation for robust DOA estimation in binaural hearing aids.","['eess.AS', 'cs.SD']",http://arxiv.org/abs/2509.21382v2,https://arxiv.org/pdf/2509.21382v2,23/09/2025-15:01:31,"['Farnaz Jazaeri', 'Homayoun Kamkar-Parsi', 'François Grondin', 'Martin Bouchard']",eess.AS
Stochastic Scaling Limits and Synchronization by Noise in Deep Transformer Models,"We prove pathwise convergence of the layerwise evolution of tokens in a finite-depth, finite-width transformer model with MultiLayer Perceptron (MLP) blocks to a continuous-time stochastic interacting particle system. We also identify the stochastic partial differential equation describing the evolution of the tokens' distribution in this limit and prove propagation of chaos when the number of such tokens is large. The bounds we establish are quantitative and the limits we consider commute. We further prove that the limiting stochastic model displays synchronization by noise and establish exponential dissipation of the interaction energy on average, provided that the common noise is sufficiently coercive relative to the deterministic self-attention drift. We finally characterize the activation functions satisfying the former condition.","['math.PR', 'cs.LG', 'stat.ML']",http://arxiv.org/abs/2604.26898v1,https://arxiv.org/pdf/2604.26898v1,29/04/2026-17:09:05,"['Andrea Agazzi', 'Giuseppe Bruno', 'Eloy Mosig García', 'Samuele Saviozzi', 'Marco Romito']",math.PR
